Player,height_in,weight_lb
Ed Macauley,80,185.0
Scott Machado,73,205.0
Arvydas Macijauskas,76,214.0
Ollie Mack,75,185.0
Sam Mack,79,220.0
Shelvin Mack,75,203.0
Malcolm Mackey,81,248.0
Rudy Macklin,79,205.0
Vernon Macklin,82,227.0
Johnny Macknowski,72,180.0
Daryl Macon,74,185.0
Mark Macon,77,185.0
J.P. Macura,76,203.0
Kyle Macy,75,175.0
Jack Maddox,75,185.0
Tito Maddox,76,190.0
Gerald Madkins,76,200.0
Mark Madsen,81,240.0
Norm Mager,77,185.0
Josh Magette,73,160.0
Corey Maggette,78,218.0
Dave Magley,80,202.0
Jamaal Magloire,83,259.0
Will Magnay,82,234.0
Randy Mahaffey,79,210.0
Ian Mahinmi,83,262.0
John Mahnken,80,220.0
Brian Mahoney,75,175.0
Mo Mahoney,74,205.0
Rick Mahorn,82,240.0
Dan Majerle,78,215.0
Renaldo Major,79,200.0
Thon Maker,84,221.0
Lionel Malamed,69,150.0
Théo Maledon,76,175.0
Jeff Malone,76,205.0
Karl Malone,81,250.0
Moses Malone,82,215.0
Matt Maloney,75,192.0
Steve Malovic,82,230.0
Mike Maloy,79,215.0
Khaman Maluach,85,250.0
Sandro Mamukelashvili,81,240.0
Ted Manakas,74,180.0
John Mandic,76,205.0
Karim Mané,75,190.0
Frank Mangiapane,70,195.0
Terance Mann,78,215.0
Tre Mann,76,178.0
Danny Manning,82,230.0
Ed Manning,79,210.0
Guy Manning,78,195.0
Rich Manning,83,253.0
Nico Mannion,74,190.0
Pace Mannion,79,190.0
Chris Mañon,76,209.0
Nick Mantis,75,190.0
Pete Maravich,77,197.0
Press Maravich,72,185.0
Devyn Marble,78,200.0
Roy Marble,78,190.0
Stephon Marbury,74,180.0
Šarūnas Marčiulionis,77,200.0
Saul Mariaschin,71,165.0
Jack Marin,79,200.0
Shawn Marion,79,220.0
Boban Marjanović,88,290.0
Lauri Markkanen,85,240.0
Damir Markota,82,225.0
Sean Marks,82,250.0
Harvey Marlatt,75,185.0
Jim Marsh,79,215.0
Ricky Marsh,75,200.0
Donny Marshall,79,230.0
Donyell Marshall,81,218.0
Kendall Marshall,76,200.0
Naji Marshall,78,220.0
Rawle Marshall,81,190.0
Tom Marshall,76,215.0
Vester Marshall,79,200.0
Alijah Martin,74,210.0
Bill Martin,79,205.0
Bob Martin,84,250.0
Brian Martin,81,212.0
Caleb Martin,77,205.0
Cartier Martin,79,220.0
Cody Martin,78,205.0
Cuonzo Martin,77,213.0
Darrick Martin,71,170.0
Dino Martin,68,160.0
Don Martin,79,210.0
Fernando Martín,81,220.0
Jarell Martin,82,239.0
Jaylen Martin,78,216.0
Jeff Martin,77,195.0
Jeremiah Martin,74,185.0
Kelan Martin,77,230.0
Kenyon Martin,81,234.0
Kevin Martin,79,199.0
KJ Martin,78,215.0
LaRue Martin,83,208.0
Maurice Martin,78,200.0
Phil Martin,75,190.0
Slater Martin,70,170.0
Tyrese Martin,78,215.0
Whitey Martin,74,185.0
Jahmai Mashack,76,203.0
Jamal Mashburn,80,240.0
Al Masino,70,174.0
Anthony Mason,80,250.0
Desmond Mason,77,224.0
Frank Mason III,71,190.0
Roger Mason,77,200.0
Tony Massenburg,81,220.0
Eddie Mast,81,220.0
Yante Maten,79,240.0
Garrison Mathews,77,215.0
Mangok Mathiang,82,230.0
Dakota Mathias,76,200.0
Johnny Mathis,78,220.0
Bennedict Mathurin,77,210.0
Karlo Matković,82,231.0
Wes Matthews,73,170.0
Wesley Matthews,77,220.0
Ariel Maughan,76,190.0
Marlon Maxey,80,250.0
Tyrese Maxey,74,200.0
Jason Maxiell,79,260.0
Cedric Maxwell,80,205.0
Vernon Maxwell,76,180.0
Don May,76,200.0
Scott May,79,215.0
Sean May,81,266.0
Lee Mayberry,73,172.0
Clyde Mayes,80,225.0
Tharon Mayes,75,175.0
Bill Mayfield,79,205.0
Ken Mayfield,74,185.0
Eric Maynor,75,175.0
O.J. Mayo,77,210.0
Skylar Mays,76,205.0
Travis Mays,74,190.0
Matt Mazza,75,210.0
Luc Mbah a Moute,80,230.0
Bez Mbeng,76,185.0
Bob McAdoo,81,210.0
James Michael McAdoo,81,230.0
Ken McBride,75,190.0
Miles McBride,74,195.0
Jared McCain,75,195.0
Tahjere McCall,77,190.0
Ray McCallum,75,190.0
Bob McCann,78,244.0
Brendan McCann,74,178.0
Mel McCants,80,240.0
Rashad McCants,76,207.0
Mike McCarron,71,180.0
Andre McCarter,75,190.0
Willie McCarter,75,175.0
Johnny McCarthy,73,185.0
Howie McCarty,74,190.0
Kelly McCarty,79,200.0
Walter McCarty,82,230.0
Amal McCaskill,83,235.0
Patrick McCaw,79,181.0
Dwayne McClain,78,185.0
Ted McClain,73,180.0
Dan McClintock,84,270.0
Jack McCloskey,74,190.0
George McCloud,80,225.0
Mac McClung,74,185.0
CJ McCollum,75,190.0
John McConathy,77,195.0
Bucky McConnell,70,170.0
T.J. McConnell,73,190.0
Keith McCord,79,210.0
Tim McCormick,83,240.0
Jelani McCoy,82,245.0
Paul McCracken,76,180.0
Chris McCray,77,192.0
Rodney McCray,79,220.0
Scooter McCray,81,215.0
Erik McCree,80,225.0
Kevin McCullar Jr.,78,210.0
Chris McCullough,83,200.0
John McCullough,76,190.0
Clint McDaniel,76,180.0
Xavier McDaniel,79,205.0
Jaden McDaniels,81,185.0
Jalen McDaniels,81,205.0
Jim McDaniels,83,228.0
K.J. McDaniels,78,205.0
Doug McDermott,79,225.0
Sean McDermott,78,195.0
Ben McDonald,80,210.0
Glenn McDonald,78,190.0
Michael McDonald,82,232.0
Rod McDonald,78,205.0
Hank McDowell,81,215.0
Antonio McDyess,81,220.0
Jim McElroy,75,190.0
Pat McFarland,77,185.0
Ivan McFarlin,80,240.0
Mel McGaha,73,190.0
Mitch McGary,82,255.0
JaVale McGee,84,270.0
Mike McGee,77,190.0
Billy McGill,81,225.0
George McGinnis,80,235.0
Jon McGlocklin,77,205.0
Bryce McGowens,78,190.0
Tracy McGrady,80,210.0
Gil McGregor,80,240.0
Cameron McGriff,79,220.0
Elton McGriff,81,225.0
Rodney McGruder,76,205.0
Al McGuire,74,180.0
Allie McGuire,75,175.0
Dick McGuire,72,180.0
Dominic McGuire,81,220.0
Kevin McHale,82,210.0
Maurice McHartley,75,185.0
Jim McIlvaine,85,240.0
Jeff McInnis,76,190.0
Kenny McIntosh,79,225.0
Bob McIntyre,78,215.0
Jerry McKee,75,190.0
Kevin McKenna,77,195.0
Forrest McKenzie,79,200.0
Stan McKenzie,77,195.0
Derrick McKey,82,241.0
Aaron McKie,77,209.0
Billy McKinney,72,160.0
Bones McKinney,78,185.0
Carlton McKinney,76,190.0
Trey McKinney-Jones,77,220.0
Alfonzo McKinnie,79,215.0
JaQuori McLaughlin,76,190.0
Jordan McLaughlin,71,185.0
Ben McLemore,75,195.0
McCoy McLemore,79,230.0
George McLeod,77,200.0
Keith McLeod,74,188.0
Roshown McLeod,80,221.0
Jack McMahon,73,185.0
Nate McMillan,77,195.0
Tom McMillen,83,215.0
Jim McMillian,77,215.0
Shellie McMillon,77,205.0
Mal McMullen,77,210.0
Chet McNabb,74,200.0
Mark McNamara,83,235.0
Joe McNamee,78,210.0
Jerel McNeal,75,200.0
Chris McNealy,79,210.0
Liam McNeeley,79,210.0
Bob McNeill,73,170.0
Larry McNeill,81,195.0
Carl McNulty,75,185.0
Paul McPherson,76,210.0
Roy McPipe,75,205.0
Cozell McQueen,83,235.0
Jordan McRae,77,179.0
Thales McReynolds,75,185.0
Josh McRoberts,82,240.0
Jack McVeigh,80,215.0
Eric McWilliams,80,200.0
George Mearns,75,175.0
Stanislav Medvedenko,82,250.0
Darnell Mee,77,175.0
Jodie Meeks,76,210.0
Cliff Meely,80,215.0
Scott Meents,82,225.0
Dick Mehen,77,195.0
Monk Meineke,79,208.0
Carl Meinhold,74,185.0
Salah Mejri,86,235.0
Gal Mekel,75,191.0
Bill Melchionni,73,165.0
Gary Melchionni,74,185.0
Nicolò Melli,81,236.0
Fab Melo,84,255.0
De'Anthony Melton,74,200.0
Ed Melvin,69,170.0
Dean Meminger,72,175.0
Chuck Mencel,72,168.0
John Mengelt,74,195.0
Ken Menke,72,168.0
Nathan Mensah,81,230.0
Pops Mensah-Bonsu,81,240.0
Dewitt Menyard,82,210.0
Ron Mercer,79,210.0
Joe Meriweather,82,215.0
Porter Meriwether,74,180.0
Sam Merrill,76,205.0
Tom Meschery,78,215.0
Chimezie Metu,82,225.0
Bill Meyer,75,195.0
Loren Meyer,82,257.0
Dave Meyers,80,215.0
Stan Miasek,77,210.0
Larry Micheaux,81,220.0
Vasilije Micić,75,188.0
Jordan Mickey,80,235.0
Khris Middleton,79,222.0
Red Mihalik,72,180.0
Chris Mihm,84,265.0
Eric Mika,82,240.0
Ed Mikan,80,230.0
George Mikan,82,245.0
Larry Mikan,79,210.0
Vern Mikkelsen,79,230.0
Al Miksis,79,210.0
Aaron Miles,73,175.0
C.J. Miles,78,220.0
Darius Miles,81,210.0
Eddie Miles,76,195.0
Marko Milič,78,235.0
Darko Miličić,84,250.0
Nat Militzok,75,195.0
Andre Miller,75,200.0
Anthony Miller,81,225.0
Bill Miller,75,190.0
Bob Miller,82,230.0
Brad Miller,83,244.0
Brandon Miller,79,200.0
Darius Miller,78,225.0
Dick Miller,78,215.0
Eddie Miller,80,225.0
Emanuel Miller,77,215.0
Harry Miller,76,230.0
Jay Miller,77,205.0
Jordan Miller,77,194.0
Larry Miller,76,190.0
Leonard Miller,82,220.0
Malcolm Miller,79,210.0
Mike Miller,80,218.0
Oliver Miller,81,280.0
Quincy Miller,81,210.0
Reggie Miller,79,185.0
Walt Miller,74,190.0
Chris Mills,78,215.0
John Mills,80,203.0
Patty Mills,74,180.0
Terry Mills,82,230.0
Elijah Millsap,78,225.0
Paul Millsap,79,257.0
Shake Milton,77,205.0
Justin Minaya,77,205.0
Harold Miner,77,210.0
Yao Ming,90,310.0
Riley Minix,79,230.0
Dirk Minniefield,75,180.0
Dave Minor,74,185.0
Greg Minor,78,210.0
Mark Minor,78,215.0
Josh Minott,80,205.0
Nikola Mirotić,82,250.0
Wat Misaka,67,150.0
Jason Miskiri,74,175.0
Yves Missi,83,235.0
Ajay Mitchell,76,190.0
Davion Mitchell,72,202.0
Donovan Mitchell,74,215.0
Leland Mitchell,76,210.0
Mike Mitchell,79,215.0
Murray Mitchell,78,
Sam Mitchell,78,210.0
Todd Mitchell,79,205.0
Tony Mitchell,78,216.0
Naz Mitrou-Long,75,218.0
Steve Mix,79,215.0
Bill Mlkvy,76,190.0
Cuttino Mobley,76,190.0
Eric Mobley,83,235.0
Evan Mobley,83,215.0
Isaiah Mobley,80,238.0
Doug Moe,77,215.0
Larry Moffett,80,210.0
Jonathan Mogbo,81,225.0
Leo Mogus,76,190.0
Nazr Mohammed,82,221.0
Jérôme Moïso,82,235.0
Paul Mokeski,84,250.0
Adam Mokoka,76,190.0
Jack Molinas,78,200.0
Wayne Molis,80,230.0
Sidney Moncrief,76,180.0
Chima Moneke,77,223.0
Eric Money,72,170.0
Sergei Monia,80,220.0
Malik Monk,75,200.0
Earl Monroe,75,185.0
Greg Monroe,83,265.0
Rodney Monroe,75,185.0
Luis Montero,79,200.0
Howie Montgomery,77,220.0
Eric Montross,84,270.0
Moses Moody,77,211.0
Jamario Moon,80,205.0
Xavier Moon,72,165.0
Jim Mooney,77,215.0
Matt Mooney,75,199.0
Andre Moore,81,215.0
Ben Moore,80,220.0
E'Twaun Moore,75,191.0
Gene Moore,81,225.0
Jackie Moore,77,180.0
Johnny Moore,73,175.0
Larry Moore,79,215.0
Lowes Moore,73,170.0
Mikki Moore,84,225.0
Otto Moore,83,205.0
Richie Moore,74,190.0
Ron Moore,84,260.0
Taze Moore,77,195.0
Tracy Moore,76,200.0
Wendell Moore Jr.,77,215.0
Alex Morales,78,180.0
Ja Morant,74,174.0
Eric Moreland,82,238.0
Jackie Moreland,79,215.0
Guy Morgan,80,205.0
Juwan Morgan,79,232.0
Rex Morgan,77,190.0
Elmore Morgenthaler,81,230.0
Darren Morningstar,82,235.0
Chris Morris,80,210.0
Darius Morris,76,195.0
Isaiah Morris,80,229.0
Jaylen Morris,77,185.0
Marcus Morris,80,218.0
Markieff Morris,81,245.0
Max Morris,74,195.0
Monte Morris,74,183.0
Randolph Morris,82,266.0
Terence Morris,81,221.0
Adam Morrison,80,205.0
John Morrison,74,190.0
Mike Morrison,76,195.0
Red Morrison,80,220.0
Anthony Morrow,77,210.0
Dwayne Morton,79,195.0
John Morton,75,180.0
Richard Morton,75,190.0
Glenn Mosley,80,195.0
Perry Moss,74,185.0
Lawrence Moten,77,185.0
Donatas Motiejūnas,84,255.0
Johnathan Motley,80,230.0
Hanno Möttölä,83,247.0
Arnett Moultrie,83,249.0
Rick Mount,75,175.0
Alonzo Mourning,82,240.0
Timofey Mozgov,85,275.0
Chuck Mrazovich,77,185.0
Emmanuel Mudiay,75,200.0
Erwin Mueller,80,230.0
Shabazz Muhammad,77,225.0
Mychal Mulder,75,195.0
Joe Mullaney,72,165.0
Bob Mullens,73,175.0
Byron Mullens,84,275.0
Chris Mullin,79,215.0
Jeff Mullins,76,190.0
Todd Mundt,84,250.0
Xavier Munford,76,173.0
Chris Munk,81,225.0
George Munroe,71,170.0
Eric Murdock,73,190.0
Gheorghe Mureșan,91,303.0
Ade Murkey,77,200.0
Allen Murphy,77,190.0
Calvin Murphy,69,165.0
Dick Murphy,73,175.0
Erik Murphy,82,230.0
Jay Murphy,81,220.0
John Murphy,74,175.0
Kevin Murphy,77,185.0
Ronnie Murphy,77,225.0
Tod Murphy,81,220.0
Trey Murphy III,80,206.0
Troy Murphy,83,245.0
Dejounte Murray,76,180.0
Jamal Murray,76,215.0
Keegan Murray,80,225.0
Ken Murray,74,190.0
Kris Murray,80,218.0
Lamond Murray,79,236.0
Ronald Murray,76,190.0
Tracy Murray,79,225.0
Collin Murray-Boyles,79,245.0
Willie Murrell,78,225.0
Dorie Murrey,80,215.0
Toure' Murry,77,195.0
Džanan Musa,81,217.0
Mike Muscala,82,240.0
Angelo Musi,69,145.0
Jerrod Mustaf,82,238.0
Dikembe Mutombo,86,245.0
Martin Müürsepp,81,235.0
Pete Myers,78,180.0
Svi Mykhailiuk,79,205.0
Hamady N'Diaye,84,235.0
Makhtar N'Diaye,80,245.0
Mamadou N'Diaye,84,255.0
Boniface N'Dong,84,198.0
Bob Naber,75,185.0
Boris Nachamkin,78,210.0
Boštjan Nachbar,81,221.0
Abdel Nader,77,225.0
Jerry Nagel,72,190.0
Fritz Nagy,74,185.0
Lee Nailon,81,238.0
Eduardo Nájera,80,240.0
Larry Nance,82,205.0
Larry Nance Jr.,78,245.0
Pete Nance,81,225.0
Shabazz Napier,72,175.0
Paul Napolitano,74,185.0
Bob Nash,80,195.0
Cotton Nash,77,215.0
Steve Nash,75,195.0
Swen Nater,83,240.0
Howard Nathan,71,175.0
Calvin Natt,78,220.0
Kenny Natt,75,185.0
Willie Naulls,78,225.0
Juan Carlos Navarro,75,170.0
Maurice Ndour,81,200.0
Craig Neal,77,165.0
Gary Neal,76,210.0
Jim Neal,83,235.0
Lloyd Neal,79,225.0
Ed Nealy,79,238.0
Nemanja Nedović,75,192.0
Al Negratti,75,200.0
Barry Nelson,82,230.0
DeMarcus Nelson,76,200.0
Don Nelson,78,210.0
Grant Nelson,84,215.0
Jameer Nelson,72,190.0
Louie Nelson,75,190.0
Ron Nelson,74,175.0
Andrew Nembhard,76,191.0
RJ Nembhard Jr.,77,200.0
Ruben Nembhard,75,208.0
Ryan Nembhard,71,180.0
Dick Nemelka,72,175.0
Tyrone Nesby,78,225.0
Aaron Nesmith,77,215.0
Martin Nessley,86,260.0
Rasho Nesterović,84,248.0
Raul Neto,74,180.0
Bob Netolicky,81,220.0
Johnny Neumann,78,200.0
Paul Neumann,73,175.0
Chuck Nevitt,89,217.0
Melvin Newbern,76,200.0
Ivano Newbill,81,245.0
Ira Newble,79,220.0
Asa Newell,82,220.0
Mike Newlin,76,200.0
Johnny Newman,79,190.0
Malik Newman,75,190.0
Dave Newmark,84,240.0
Bill Newton,81,220.0
Tristen Newton,77,190.0
Georges Niang,78,230.0
Demetris Nichols,80,216.0
Jack Nichols,79,222.0
Andrew Nicholson,81,250.0
Gaylon Nickerson,75,190.0
Carl Nicks,73,175.0
Rich Niemann,84,245.0
Richie Niemiera,73,165.0
Mike Niles,78,225.0
Kurt Nimphius,82,218.0
Daishen Nix,75,226.0
Dyron Nix,79,210.0
Norm Nixon,74,170.0
Zeke Nnaji,82,240.0
Joakim Noah,83,230.0
Chuck Noble,76,190.0
Andrés Nocioni,79,225.0
David Noel,78,230.0
Nerlens Noel,82,220.0
Paul Noel,76,185.0
Lucas Nogueira,84,241.0
Jim Nolan,80,210.0
Paul Nolen,82,
Jeff Nordgaard,79,225.0
Bevo Nordmann,82,225.0
Johnny Norlander,75,180.0
Connie Norman,75,175.0
Ken Norman,80,215.0
Audie Norris,81,230.0
Miles Norris,79,220.0
Moochie Norris,73,175.0
Sylvester Norris,83,220.0
Zach Norvell,77,206.0
Willie Norwood,79,220.0
George Nostrand,80,195.0
Stan Noszka,73,185.0
Mike Novak,81,219.0
Steve Novak,82,225.0
Jaylen Nowell,76,201.0
Markquis Nowell,67,160.0
Mel Nowell,74,170.0
Dirk Nowitzki,84,245.0
Frank Ntilikina,76,200.0
Kendrick Nunn,75,190.0
James Nunnally,79,205.0
Jusuf Nurkić,83,290.0
Dennis Nutt,74,170.0
David Nwaba,77,219.0
Jordan Nwora,80,225.0
Julius Nwosu,82,255.0
Charles O'Bannon,77,209.0
Ed O'Bannon,80,222.0
John O'Boyle,74,185.0
Bob O'Brien,76,190.0
J.J. O'Brien,79,228.0
Jim O'Brien,79,200.0
Jimmy O'Brien,73,170.0
Ralph O'Brien,69,160.0
Johnny O'Bryant,81,257.0
Patrick O'Bryant,84,260.0
Dermie O'Connell,72,174.0
Andy O'Donnell,73,180.0
Buddy O'Grady,71,160.0
Fran O'Hanlon,73,175.0
Dick O'Keefe,74,185.0
Tommy O'Keefe,74,185.0
Mike O'Koren,79,207.0
Grady O'Malley,77,205.0
Jermaine O'Neal,83,226.0
Shaquille O'Neal,85,325.0
Royce O'Neale,78,226.0
Mike O'Neill,75,210.0
Kyle O'Quinn,81,250.0
Kevin O'Shea,74,175.0
Garland O'Shields,73,195.0
Dan O'Sullivan,82,250.0
Charles Oakley,81,225.0
Fabricio Oberto,82,245.0
Daniel Ochefu,83,245.0
Greg Oden,84,250.0
Lamar Odom,82,220.0
Josh Oduro,81,240.0
Bud Ogden,78,215.0
Ralph Ogden,77,205.0
Alan Ogg,86,240.0
Don Ohl,75,190.0
Tim Ohlbrecht,83,255.0
Semi Ojeleye,78,240.0
Emeka Okafor,82,252.0
Jahlil Okafor,82,270.0
Toby Okani,80,210.0
Chuma Okeke,79,229.0
Elie Okobo,75,190.0
Josh Okogie,76,213.0
Onyeka Okongwu,82,240.0
Isaac Okoro,76,225.0
KZ Okpala,80,215.0
Mehmet Okur,83,249.0
Victor Oladipo,75,213.0
Hakeem Olajuwon,84,255.0
Mark Olberding,80,225.0
Lachlan Olbrich,80,236.0
Jawann Oldham,84,215.0
John Oldham,75,175.0
Frank Oleynick,74,185.0
Quincy Olivari,74,201.0
John Olive,79,210.0
Brian Oliver,76,210.0
Cameron Oliver,80,225.0
Dean Oliver,71,180.0
Jimmy Oliver,77,205.0
Kevin Ollie,74,195.0
Gene Ollrich,71,160.0
Michael Olowokandi,84,269.0
Bud Olsen,80,220.0
Kelly Olynyk,84,240.0
Norchad Omier,77,248.0
Eugene Omoruyi,78,235.0
Miye Oni,77,206.0
Arinze Onuaku,81,255.0
Chinanu Onuaku,82,245.0
Barry Orms,75,190.0
Johnny Orr,75,195.0
Louis Orr,80,175.0
José Ortiz,82,225.0
Daniel Orton,82,255.0
Chuck Osborne,78,210.0
Cedi Osman,79,230.0
Wally Osterkorn,77,215.0
Greg Ostertag,86,280.0
Matt Othick,74,165.0
Don Otten,83,240.0
Mac Otten,79,220.0
Daniel Oturu,82,240.0
Kelly Oubre Jr.,80,203.0
Bo Outlaw,80,210.0
Travis Outlaw,81,210.0
Claude Overton,74,195.0
Doug Overton,75,190.0
Andre Owens,76,200.0
Billy Owens,81,225.0
Chris Owens,79,245.0
Eddie Owens,79,210.0
Jim Owens,77,200.0
Keith Owens,79,225.0
Larry Owens,79,210.0
Red Owens,75,185.0
Tariq Owens,82,205.0
Tom Owens,82,215.0
Ray Owes,81,224.0
Olumide Oyedeji,82,240.0
Joe Pace,82,220.0
Zaza Pachulia,83,270.0
Robert Pack,74,180.0
Wayne Pack,72,165.0
Gerald Paddio,79,205.0
Scott Padgett,81,240.0
Dana Pagett,74,180.0
Jaysean Paige,74,200.0
Marcus Paige,72,164.0
Fred Paine,77,210.0
Milt Palacio,75,195.0
Togo Palazzi,76,205.0
Bud Palmer,76,180.0
Errol Palmer,77,195.0
Jim Palmer,80,224.0
Trayvon Palmer,78,200.0
Walter Palmer,85,215.0
Kevin Pangos,73,179.0
Andy Panko,81,222.0
Georgios Papagiannis,85,240.0
Kostas Papanikolaou,80,225.0
Jannero Pargo,73,175.0
Jeremy Pargo,74,219.0
Easy Parham,75,200.0
Robert Parish,85,230.0
Med Park,74,205.0
Anthony Parker,78,215.0
Jabari Parker,79,245.0
Smush Parker,76,190.0
Sonny Parker,78,200.0
Tony Parker,74,185.0
Barry Parkhill,76,185.0
Jack Parkinson,72,174.0
Charley Parks,77,210.0
Cherokee Parks,83,235.0
Rich Parks,79,235.0
Jack Parr,81,220.0
Doyle Parrack,72,165.0
Charlie Parsley,74,175.0
Chandler Parsons,81,230.0
Eric Paschall,78,255.0
Anžejs Pasečņiks,85,229.0
Žarko Paspalj,81,215.0
Marty Passaglia,73,170.0
George Pastushok,73,195.0
Myles Patrick,80,220.0
Stan Patrick,74,185.0
Andrae Patterson,81,238.0
George Patterson,80,230.0
Lamar Patterson,77,225.0
Patrick Patterson,80,235.0
Ruben Patterson,77,224.0
Steve Patterson,81,225.0
Tom Patterson,78,220.0
Worthy Patterson,74,175.0
Justin Patton,83,241.0
Brandon Paul,76,200.0
Chris Paul,72,175.0
Charlie Paulk,80,219.0
Jerry Paulson,74,185.0
Billy Paultz,83,235.0
Sasha Pavlović,80,220.0
Jim Paxson,78,200.0
John Paxson,74,185.0
Johnny Payak,76,174.0
Adreian Payne,82,237.0
Cameron Payne,74,183.0
Kenny Payne,80,195.0
Tom Payne,86,240.0
Elfrid Payton,75,195.0
Gary Payton,76,180.0
Gary Payton II,74,195.0
Mel Payton,76,185.0
George Pearcy,73,165.0
Henry Pearcy,73,170.0
Micah Peavy,79,215.0
Oleksiy Pecherov,84,232.0
Wiley Peck,79,220.0
Sean Pedulla,73,195.0
Rich Peek,83,230.0
Anthony Peeler,76,208.0
George Peeples,79,190.0
Nikola Peković,83,307.0
Jake Pelkington,78,220.0
Norvel Pelle,82,231.0
Sam Pellom,81,225.0
Mike Penberthy,75,185.0
Noah Penda,79,215.0
Jerry Pender,74,185.0
Desmond Penigar,79,245.0
Kirk Penney,77,220.0
Mike Peplowski,82,270.0
Will Perdue,84,240.0
Mãozinha Pereira,80,177.0
Kendrick Perkins,82,270.0
Sam Perkins,81,235.0
Warren Perkins,75,190.0
Kosta Perović,86,240.0
London Perrantes,74,200.0
Aulcie Perry,82,210.0
Curtis Perry,79,220.0
Elliot Perry,72,150.0
Reggie Perry,80,250.0
Ron Perry,75,190.0
Tim Perry,81,200.0
Chuck Person,80,220.0
Wesley Person,78,195.0
Taelon Peter,75,185.0
Alec Peters,81,235.0
Jim Petersen,82,235.0
Loy Petersen,77,205.0
Bob Peterson,77,210.0
Drew Peterson,80,205.0
Ed Peterson,81,220.0
Mel Peterson,76,185.0
Morris Peterson,79,218.0
Geoff Petrie,76,190.0
Johan Petro,84,247.0
Dražen Petrović,77,195.0
Filip Petrušev,83,225.0
Richard Petruška,82,260.0
Bob Pettit,81,205.0
Jerry Pettway,75,185.0
Roger Phegley,78,205.0
Jack Phelan,77,195.0
Jim Phelan,73,175.0
Derrick Phelps,76,181.0
Michael Phelps,76,180.0
Andy Phillip,74,195.0
Eddie Phillips,79,225.0
Gary Phillips,75,189.0
Gene Phillips,76,175.0
Julian Phillips,78,198.0
Bobby Phills,77,210.0
Eric Piatkowski,79,215.0
Walt Piatkowski,80,220.0
Jalen Pickett,74,202.0
Jamorko Pickett,81,206.0
Paul Pierce,79,235.0
Ricky Pierce,76,205.0
Stan Pietkiewicz,77,200.0
Mickaël Piétrus,78,215.0
John Pilch,75,185.0
Ed Pinckney,81,195.0
Kevinn Pinkney,82,245.0
John Pinone,80,230.0
Theo Pinson,77,212.0
Dave Piontek,78,230.0
Tom Piotrowski,85,240.0
Scottie Pippen,80,210.0
Scotty Pippen Jr.,74,170.0
Charles Pittman,80,220.0
Dexter Pittman,83,308.0
Zoran Planinić,79,195.0
Tibor Pleiß,87,256.0
Daeqwon Plowden,76,216.0
Marshall Plumlee,84,250.0
Mason Plumlee,84,254.0
Miles Plumlee,83,249.0
Gary Plummer,81,215.0
Pavel Podkolzin,89,260.0
Brandin Podziemski,76,205.0
Jakob Poeltl,84,253.0
Vincent Poirier,84,235.0
Aleksej Pokusevski,84,210.0
Dwayne Polee,77,180.0
Jim Pollard,76,185.0
Scot Pollard,83,265.0
Ralph Polson,79,200.0
Olden Polynice,84,250.0
Cliff Pondexter,81,233.0
Quincy Pondexter,79,230.0
Shamorie Ponds,72,175.0
Yves Pons,77,206.0
Jordan Poole,76,194.0
David Pope,79,220.0
Mark Pope,82,235.0
Dave Popson,82,220.0
Ben Poquette,81,235.0
Chris Porter,79,218.0
Craig Porter Jr.,73,180.0
Howard Porter,80,220.0
Jontay Porter,83,240.0
Kevin Porter,72,170.0
Kevin Porter Jr.,77,203.0
Michael Porter Jr.,82,218.0
Otto Porter Jr.,80,198.0
Terry Porter,75,195.0
Willie Porter,79,205.0
Bobby Portis,81,250.0
Bob Portman,77,200.0
Kristaps Porziņģis,86,240.0
James Posey,80,215.0
Quinten Post,84,238.0
Lavor Postell,77,215.0
John Postley,77,220.0
Vitaly Potapenko,82,280.0
Micah Potter,81,248.0
John Poulakidas,78,205.0
Leon Powe,80,240.0
Cincy Powell,79,220.0
Drake Powell,77,195.0
Dwight Powell,82,240.0
Josh Powell,81,225.0
Kasib Powell,79,215.0
Myles Powell,74,195.0
Norman Powell,75,215.0
Roger Powell,78,235.0
Alex Poythress,81,235.0
Mal Pradd,75,170.0
Mike Pratt,76,195.0
Paul Pressey,77,185.0
Phil Pressey,71,175.0
Dominic Pressley,74,170.0
Harold Pressley,79,210.0
Jason Preston,75,181.0
Steve Previs,75,183.0
A.J. Price,74,181.0
Brent Price,73,165.0
Jim Price,75,195.0
Mark Price,72,170.0
Mike Price,75,200.0
Ronnie Price,74,190.0
Tony Price,78,190.0
Bob Priddy,75,190.0
Pablo Prigioni,75,185.0
Joshua Primo,76,189.0
Taurean Prince,78,218.0
Tayshaun Prince,81,212.0
John Pritchard,81,220.0
Kevin Pritchard,75,180.0
Payton Pritchard,73,195.0
Tyrese Proctor,76,185.0
Laron Profit,77,204.0
Olivier-Maxence Prosper,79,230.0
Gabe Pruitt,76,170.0
Joel Przybilla,85,255.0
Les Pugh,79,190.0
Roy Pugh,78,210.0
Anthony Pullard,82,245.0
Jacob Pullen,73,200.0
Zyon Pullin,76,206.0
Rodney Purvis,76,205.0
Don Putman,73,170.0
Zhou Qi,85,210.0
Tim Quarterman,78,190.0
Derik Queen,81,250.0
Trevelin Queen,77,190.0
Neemias Queta,84,248.0
Bob Quick,77,215.0
Immanuel Quickley,74,190.0
